text,profanity
@ j_nastyy_ @ bum_farto white man nigger hell hole detroit ? 've worked town . y'all good niggers !,1
"dont single shit , wear suit white cotton socks just going assume functionally retarded .",1
lmfaooo ca n't yo . bitch officially crossed line,1
idk maybe 's just bitter giving bitches money just genuine nigga ai n't got fuck . struggle hoe .,1
's n't stunt hoes instagram . # teamrealbooty,1
thugging theses hoes pre-school,1
"money , weed n bitches ... hanging wit snitches shit n't intention",1
know ratchet bitches rep north,1
fuck hoes,1
want square hoes .,1
wiz khalifa influential rapper era . forget trends nigguh started,1
@ d_41395 @ inwardforfun bitch dennis,1
@ helliesmalls @ huntermoore crazy bitch,1
free lil cj bitch wait ! # december8th,1
@ rakwonogod : lmaoo bitch ?,1
mom just called rude ass hoe # rude,1
tf make account bitch ... like wan na anotha bitch dat bad .. lmfaooo fat ass hoes,1
nj-sole sole sauce ! soles icy !,0
let bitch say got small dick god 'll whip shit room got . blessed .,1
cock droplets,1
n't fooled kickit niggas bitches older . . .,1
"ai n't talking onna phone , butch straight texting . ion wan na movies bitch sexin",1
@ wavygodd : n't like ghetto female,1
fucked hoe,1
slay lolz jk bitch 'll cut # emabiggestfans1d,1
@ vg3_ pissed males judge females pussy . gone judge mad deny loose gap ?,1
"@ schulzgrayson @ dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga , u bout oh ban wagging ass nigga catch phase",1
@ jakewaller97 : just 's account think `` wow faggot '' time ca n't unfollow bc u ca n't m,1
bumhole,1
"celtic means white trash . says 're celtic , means 're white trash .",1
@ fuhnance : rule # 8- pussy ass shit . like write love notes . write long paragraphs 've felt way b,1
@ audeldavid_24 @ elleszczepanski : hoes ai n't loyal @ bjames055,1
man seed,1
@ mimiswagnotes ignorant cunt .,1
@ ____quinn : thinking killing bitch,1
@ yungralphmaejor : @ idoclyfe : worst movie think ? fan fucking trash netflix posting shit looks like porno,1
"@ copperpeony : @ libshateus @ 1dittlinger sharpton went big fat snitch skinny bitch . way , 's carni",1
gim grade bitch know wat 'm trying spell,1
"@ imikedunn : bitches think 're `` bad bitch '' , tell rhonda rousey .",1
"@ thatniggatroy need outta bitch , meridian bad long getting paper good .",1
spark bitches interests .,1
damn lol @ globalgrindnews : janay rice speaks domestic violence costume mocks marriage,0
love liv gets ghetto,0
pussy fat whatchu feeding ?,1
@ basedpaco : nfl equal season everybody showed glimpses trash,0
ar5ehole,1
bitch pregnant,1
"@ anisa_so_thick : @ mssashabelle ur wack bitch sells pussy $ 65.00 , lives mom homeless cut lies http",1
@ davethebrave1 : like @ virgilio_lla thinks 'm talking hoes .. hell nah ! lol bad forgot ai n't got hoes like vdawg,1
niggas wifing hoes ugly bitches facebook just remind 'm doing fine,1
"@ theyloveblaq_ : joseline did sneak athea , bitch dont like coming like sit yo ass onnat couch thats",1
tell dem thot bitches im right ! !,1
"cracker , cheez-it , saltine .",0
@ xdsmooth : niggah said lips dry ass hell lmao,1
"@ misskathevo : # nofilter getting money ai n't worried 'bout ho , matter occasion i'ma dough",1
@ fukkitsbrittney : @ austinbedsaul wise young . thank listening bitch,1
@ gusunger feels like video band pussy releasing . thank god spiritualized make .,1
"finally sticks , visit bitches # vbar # stmarksplace # eastvillage # nyc # richmahogany",1
preach @ poonsoaker : ugly girls way man . got time pretty hoes,1
ima faithful bitch,1
bitches cheat bitch ... soooooo hurt bitch cheat .,1
9 grade bitch said went momma . like `` 'm adopted '',1
"local insurance agency , customer bitch . # itakeshitfromnoone",1
think girlfriend locked shed raped . # pussy,1
@ gossipcop y n't fat bitches die,1
@ youngcon1266 : listen charlie daniels speak truth enlist u.s. freedom army,0
"@ kamri_notoyota : @ felz_ : king @ vianawf : king , ti vs tip troubleman albums trash . def",1
going creek bitches tomorrow,1
@ currensy_spitta : bitches think trucker hat automatically makes model .....,1
lil bitch,1
man 'm tired dealing hoes dick,1
harlem world trash ? interesting .,0
@ jimmy_santander : office hoes shut fuck fucking chisme !,1
hoes mad think forget,1
@ eatmytweetzz huh ? verizon 4 years bitch .,1
@ twan_bradley22 @ roniqueraw32 accident lmfao hoes trynna lowkey slick ...,1
@ _thedarius bitch just looking shit .,1
guess bitches got twisted think 'm weak .. look weak ? look scary ? look like somebody finna pick w| ?,1
's pretty damn good actor . gay man 's awesome openly queer actor given lead role major superhero film .,0
told like ... 's 90 degrees bitch 'm walkin jeans ( like 70 got ) like apostles . shit n't add .,1
fagot,1
@ mattyfatass pussy shit,1
"@ gayathomedad : , redneck jerking hand 'll lose firework accident tomorrow .",1
@ ccobey @ tess_stepakoff n't green . 's red yellow pic ...,0
@ cay_jen did n't think knew bird n't tamed . # cajuncharm,0
need iphone use stupid watch ? apple just grabbing people ankles shaking money rubes pockets .,0
@ burnett_dainah : california chrome bitches ! ! ! ! ! ! ! !,1
@ ohyounancihuh : talmbout `` graduate month '' word ? congrats ! ? `` safe food handling '' bitch ... n't flee th,1
@ tupactopus : hoes jitterbug,1
"@ weedhumor : marijuana gateway drug . leads happiness , great sex , pain relief , increased patience crazy bitches . w",1
bishes,1
@ gaaybriel : love pussy,1
@ anarchistrev : longer willing claim `` 'm just like just queer '' rallying .,1
niggah tl getting,1
@ elijahfnbaby bra 'm bout blaze bitch,1
@ xiixx_ : soo bitch ...,1
"sarcastic cunt , yes",1
@ leynachristina : 'm driving insane.fag,1
bad bitches really ai n't bad pic aaliyah,1
@ rodmarley44 fr 12 finna bam nicca said yu lucky jus got robbery,1
@ listsblacktwit @ ih8tvvitterhoes @ rosaalbae nigga caping bitch like n't seen nudes .. does want tf,1
gon look bitches like terms conditions ...,1
# themostannoyingthingsinlife people happy bitch-n-moan 100 % time .,1
'm hoe,1
hoes prayin niccas dnt kno dat background,1
add snapchat lil bitch : trevaughn3,1
assfuccer,1
phuccer,1
dumbass redskins mcnab jersey,1
pretty bitches got sore throat voice.mostly red bones . # turnoff,1
"@ ayysian : life 's bitch , slut , easy .",1
@ swallowmychakra : crying @ westsideflee : gone wife bitch let niggas lick head public ?,1
@ dino_off_ad : hoes come hoes 's revolving cycle,1
'm purple headed cunt,1
"@ kayt27 poor coon ....... snow stopped , wind nice , winter",0
karma theeeee biggest bitch,1
shitface,1
"@ fly_boy_smooth : man y'all hoes got ta chill going natural bullshit , 's actually pull rest",1
"accept flaws imperfections 's makes , ! 'm fuck , small dick faggot parents n't love .",1
planet apes king kong clips,0
"@ rickygervais : jesus loves , thinks 're right cunt .",1
"@ mikeb_in_the_d 're free world bitch , n't deserve 313 area code !",1
fucker,1
@ thinksarcasm : music taste goes ghetto black girl depressed white girl .,1
"@ kinsl3y : 'm pussy , honey 'm home !",1
lol shawty sheets gave number haha throw tht shit trash outside,1
hate niggas come tell got bitch twitter got bitch fuc wit lol smh,1
n't bring dat police ass nicca round,1
cute buff guy walked opened mouth flipping retard,1
chill bitch ai n't love,1
@ thejournalist44 best o-lineman rookie . 's bunch retards n't trust potato gun .,1
'm sorry care bitch nigga fucking w,1
omg @ saddybey : fat bitch . 's @ ?,1
@ socosopretty : niggas n't knowing difference want believe bitch actually ugly,1
`` bitch '',1
@ __tharealist : @ voiceofdstreetz u hoe broski u got ta look dat shit,1
@ mckayllaa : wish pretty colored eyes .,0
giving head tonight nah ? 'll shoot fucking pussy hoe,1
@ rezlife3 little bitch,1
@ samknight1 : @ elilake @ saletan @ jeffreygoldberg yeah know 's jeff 's book . admits beating prisoners lying abo,0
"niggas wan na cheat start argument girl ... `` bitch told hate ketchup hotdogs , fuck im ''",1
stump chewer,1
"yes , functioning tho @ blaaksuedepumps : retarded ?",1
@ _onebadcreation : boyfriends 'll eat yo pussy day long ur da real mvp,1
24_rozay_idgt mad cuz twan fuck bitch,1
@ haliemaranda @ huntermoore bitch u perfect,1
@ davethebrave1 : wish ... stop crying bitch 'm omw haha,1
"yea , bitch crazy . ?",1
moved niggah anyways .,1
yo pussy good `` pullout '' game weak ! !,1
@ aaronthegoat : bitch ca n't ...,1
`` ibs '' irritable bitch syndrome .,1
emoji use 'm flirting wit bitches -- -,1
n't glorify dis shit bitch !,1
@ bestvinefights : `` finally white kid called nigger duty '',1
@ terryisbetter : faggot complained stretch marks ? ! ? nigga shits taste like swirls cinnamon toast crunch http : //,1
@ lipe_the_great : fucking san francisco game man . wish trash ass garbage team `` won . '' pray meet fucking,1
"@ oleanderplume joke say oleander wife say son bitch .. ron , yes hell book",1
"thanks nigga coco smell good hoe haha finna pull allllllll hoes , come smell nigga",1
played nigga smh @ sexualgifss : bitches shady ... oh god,1
time wore shirt 'm wearing today fought bitch . ( ratchet bs ) yanked fuck outta shirt .,1
@ fucktyler lmao bitch dumb slap,1
@ tresharenee did n't make games season . just looked . astros open yankees 1st april,0
@ abartick bitch purple shorts aqua beats,1
@ hemightbejason : building door taunting having grill going 8:30 . think 'd cut bitch sausage,1
ai n't met bitch compete .,1
@ michellelevin_ pussy,1
bad lil short fine bitch lil petite sumn,1
'm bitch,1
@ wwwobert_ : b oreo stuntcome,0
@ senorsteez : 're bad bitch 're wearing sneakers ?,1
ay yall heard rich gang tape thou ? ? bitch flame ! ! !,1
fagging,1
n't mad cause yo bitch choosin ass jacuzzi splash,1
@ mrridethruthad : let tell u funky bitches bout pimp c. ai n't payin pussy dick ai n't free,1
"@ jimachterfeld @ dan_bernstein fuckin pussy makes fun people day radio , calls creep blocks .",1
@ notoriousbm95 @ gezus__ @ rodriguez5_ getting blocked faggot,1
"@ yankees : congrats derek jeter , start shortstop 14th final all-star game ! # farewellcaptain",0
tar-baby,1
@ queendev_ : leave trash u sick,0
"@ kellendaniel french blue buggs bunny viis , oreo ivs . @ lajethrojenkins",0
@ grizzboadams dude fuck faggot 's friday bitch set standards make break bitch,1
stunt @ jamesokeefeiii crossed water dressed dead man teabagger sheriff friend watched .,0
@ white_thunduh bitch dont want ugly ass gtfo ol peyton manning lookin ass,1
lol 's 4:36 bitches staggering drunk,1
gtta fly bitch stand !,1
@ jordan536633 @ heydenbunsyolo @ bird_lovin shut yo cracker jack buck teeth ass native nigga best kind,1
"@ wheneminemsaid : eminem said `` faggot , cause hate pussy ''",1
"followed george washington 1776 , means 're white trash .",1
bitch met know mean n't bitch million dollars later nigga feel ?,1
# tjohngang lil bitch follow !,1
wank3r,1
lima fears change wants bitch sucks,1
# teabagger # freemarket really doing wonders # bangladesh couple days . # tcot # p2 # teaparty # randpaul,0
george michael fag,1
lame bitches n't fighting chance .... !,1
@ argenivee : kinda pathetic bitches bgc 21+ acting childish af,1
@ rikki_lovee bitch ! ca n't retweet shit ? ! lol love ! hope 're having great bday ! ( :,1
@ nickboydos bunch pussies .,1
@ riptre96 : ai n't entertaining nomore dumb bitches,1
@ gingerdemoness @ mjkeenan does da n mean negro ?,1
@ helenyvonnem . retarded ?,1
nicca gettin n da ass fag ! @ cruelladetrill : howw ? explain twitter logic . 'm confused . @ im_yung_jay @ yutwatching,1
like got death touch ? @ tenebris_cor : bitch standing looking like rogue xmen,1
"@ furrystoat record # nohomo n't care unless got ta .. sexuality birds , dogs .. .",0
@ legsfordayyys fml half breed ex gym . ugh,1
y'all worthless bitches like,1
"@ bjohnson613 follow love , . bitch , 'll quit .",1
cuntbollock,1
@ kimw16 plastic surgery tranny .,1
ape shit,1
's tit tat ... n't say shit boy just like n't check insufferable bitch best friend .,1
niccas hating tho lol .. let live homie,1
double dick,1
@ funnypicsdepot : 5th grade hoes ai n't loyal,1
@ alan_casillas haha shit niggah wish,1
@ taxstone : shout bitches n't designer shit look better yall bitches desi,1
'm glad ari know text contact cause 've calling bitch day . worried .,1
yankees great joe dimaggio reportedly used beat wife marilyn monroe . 1954 announcing divorce,0
"summer time bitch , wild",1
@ yvngrvpvnzel : sundy old school ho tho,1
@ miseducated411 : mind free soul . satan present u kingdom things mock u . stay strong yahshua ...,0
@ kieffer_jason heard mama raised like bitch,1
cock sucking boiolas,1
nigga jerry room smell like bad pussy !,1
chase really got hoes state 's crazy @ truth,1
@ prima_doma : just got basic . hoes loved ... focal audience .,1
hopes dis n't come severe shock use 'm colored,0
@ sydneysoleil : spider-man bitch highkey tho,1
@ oubad just know countryass old bitch tn . ur !,1
fucca,1
@ nataleovrerytng hoes days,1
@ dxum7 jordan 's trash,0
@ ravenpeltier_ hoes ai n't loyal,1
"@ aprilstearns : @ gn192 far right hero all-around rwnj d'souza took twitter thanksgiving mock trayvon martin , murdered k",0
hate people `` mate '' . england fucking twat,1
@ pacdagoat : really hate attention seeking hoes . hope die,1
@ trulycece_ : deletin emojis nigga/bitch contact cos n't mean shit anymore,1
corny facade apart nick cannon 's plan . nigga actually genius levels business bitches .,1
seen planet apes @ whattheffacts : brazil highest number monkey species nation world 116 .,0
@ bitty_boop @ oreo cookies sound wonderful .,0
@ l3tsvibe : keys open doors keys albino,0
"@ jacquebland weird local yokel `` journalist '' worked pointed , . thought impartial .",0
"marco 's lotion , got mad told smells like bitch",1
lmao redskins turnin,0
"pm u use words use ( ex . sweg , pm , yid , nid ) 're dating",0
"@ robertbevan77 : 's like walking dead , carl talking birds . zombie attack ! ! ! http : //t .",0
"vrsl , nigger owes 10 bucks",1
@ fightsonvine : used hair throw kicked head called bitch,1
8 yr old # masterchefjunior chicken look like trash .,0
@ moffettmm : just got final 'm walkin campus like place queer .,1
@ zach_dorsey : trash worth,0
@ buckeyewearing : want popcorn hoes bol,1
@ apthecreated : @ bellabelcastro realest bitch know . lol,1
@ _lezzzbehonest bitch !,1
god damn zebras virginia possession whistle blows geeze .,0
@ michaelsafady 're twat . twat son .,1
"iv decided grow hair , aint braiding tho ....... straight curls dis bitch !",1
've liked backup handle gang retards .,1
ok funny ... proud liberal wants end racism calls tim scott uncle tom lolz lib idiots # tcot,1
@ netflix : 's look charlie cox matt murdock # marvel 's @ daredevil # netflix # nycc,0
turns hope solo crazy bitch,1
"@ joebudden : cuz soon u start doing wack/cute shit w hoe , shes girl really .",1
bent yo bitch 's mad niggas broke 's laugh,1
@ danielmtz1997 : 20 rts 'll say `` fuck er right pussy '',1
idk y'all ppl go/went ackin like y'all shocked 70 bodies .. class hos t knew personally,1
`` @ tmacc_gfg : @ tizzimarie : slushes hoes nasty fam '',1
"@ wolfpackalan : oreos : twist , you- aw crap , broke .",1
@ honeyydip__ : +1 @ gingersospicy_ : . @ vianawf : @ fat bitch 's fat think big fine,1
@ brittbritt_naay 'm wexican,0
@ hiiphop : ai n't got time bitch acting iffy,1
pictures ex gone ... 's pictures hoe posted ... * slides dm 's like *,1
pedos,1
@ andersondrlja 'm sick self serving politicians standing bo trashes america . # wearerepublicnotregime # impeachobama,0
@ dbro800 pussy ca n't fight,1
@ thatboyace71 : black hoes prom looked like,1
mushroom tip,1
@ goatraplines : wale said ..... nvm nigga trash,1
"@ ninodemayo : chicks wait til hair broken natural 30s , bitch young carter 's fro birth",1
s.o.b.s,1
@ yankees : expecting short fireworks final homestand ? # farewellcaptain,0
"@ morgantayler_ apologize morgan , bitch blind 35 seconds ! ! ! !",1
@ alex05241 : hannah retarded n't listen .,1
@ tumbirrelate : retweet save dumb bitch,1
@ anunnakigod : bitch ocean ? ?,1
cunt amber leaf papers ? cani arsed walking nisa # lazy,1
@ football_4l1fe : @ therealyoungzel : nah nigga blowin dick `` @ thereal_salmon : smoking exotic bitch blowin o 's '',1
just set hoe,1
half-breed cop america trying rape white women .,1
's know pussy ready @ whoisashanti : @ vroomdet @ tiemyduragboo white people gay .,1
@ weirdstyle : 0 hoes lmfao,1
watch : excited isis jihadis getting yezidi sex slaves 'distribution day ',0
@ bigdaddytise : @ mr_popular : bald headed bitches mad look like . n't blame blame parents . # bmb http : //t,1
`` @ carelessone92 : leafs better win damn game riot shit # earlychristmas '' better start looting nig,1
@ theshardyrebel # faggot,1
@ idntluvhoes : timeline ebola ebola ebola hate school ebola ebola twitter hoes selfie ebola ebola pull ga,1
@ missyf922 : 's birthday ! ! ! ! ! yesssss ! ! ! ! ! obviously cares bitch,1
"@ soy_brent : steal nigga 's bitch , n't steal nigga 's tweets .",1
@ cenopant : ( ) s bro ( ) ken bec ( ) use s ( ) beli ( hoe ) ved,0
chicken spaghetti trash,0
sho miss uncle tom,0
@ xm_3times : yung nation- riot . bump hoe,1
@ universionrblx n't trash ?,0
@ xo_fck_love : `` @ hellobrooklynn_ : sparing hoes,1
@ joebudden : dating scene wack dog shit super trash .,1
@ beyoutiful_pris : recognize 'm star player leave hoe fans .,1
remembers middle school/high school throw paper trash seat yell `` kobe ! '' lmfaoooo,0
hoes swear faithful,1
"aint hoe worth loosing wife , aint beef worth loosing life !",1
fux0r,1
"mans hoe , mans ... hoe .. n't change nigga ..",1
@ iethaldose : feelings bitch fucking control ...,1
@ bradmich4real thats shit gon death hoes ... ion like ...,1
@ izzayy_bitches 4th guinea pig haunt,1
"hope wrapping ! pussy break ! niggas fuckin , date",1
@ luaboo : niggas 6 ' 2 long ass monkey arms make best cuddle buddies .... heard ahaha female told,1
fuck cause ai n't bitch .,1
dickskin,1
s & m,1
play games bitch,1
gucci mane bitch,1
"@ jonhorsthoyer : `` lester , parasitic spider monkey , 1 redeeming quality : ran boat , boat attracted women . '' 'only # c",0
bitch amanda ran away,1
@ rock76_ : @ 1waynostra just trying flip ounce p dis bitch ! ! ! im school bro week im dere doe,1
@ itskiaraaaa : @ westyourmajesty : kiara small chubby fingers bitch,1
'd hit kardashian threw money bruh somebody pull hoe idgaf . lol,1
snl mocks entire obama tenure ebola skit - hot air,0
karma sure bitch . lol,1
"@ daily_dip : `` ai n't trippin ' nothin ' , 'm dippin ' somethin ' , homeboy say got bad bitch tonight '' # lilway ...",1
sweet spicy drunken noodles handmade handcut ho fun noodles marinated chicken/shrimp . hurting .,0
mom wants buy zebra like reals,0
@ meshia_tweets oh bitch toooo far !,1
awkward moment hoe says 's hoe .,1
`` @ daedavidavie : @ white_thunduh im bitch okay nudes pat `` wow,1
@ louisck video -- porn actress sexy capri anderson kissing video charlie sheen @ youtube,0
@ taxstone : niggaz like naked bitches ig pics niggaz dont love em,1
's makeup called cheeks ? bitch spots lmao,1
@ koolqueef : color entire arm black sharpie fist wife 's asshole just knows nigger dick feels like .,1
motherfxcking,1
guys definition white trash,1
instagram bitch telling ca n't follow person fuck,1
crotch,1
"ca n't stand fat bitch , hairy ass legs kiss imik",1
bird ... shit disrespectful ! ran outside n left man bossed !,1
gary 's girl tranny . @ em_99car : wonder @ rickspringfield 'd written 'gary 's girl ' .,0
arsefuck,1
cockhead,1
yeah bad hoe,1
waddup bitch got ta tf outta town tonite,1
bitches,1
@ bignorton : tweet like nigger,1
@ linaa_eddz : `` @ kxngnandi : 'm stuck . niggas just love assuming bitches want yall just nice ``,1
knobendz,1
niggas buy 700 $ outfit impress 10 $ bitch,1
got ta bitch church 's chicken thighs,1
`` @ lunaraps : shut yo bitch ass !,1
@ steezhoe 's lil nigga middle . locked wid bitch,1
niggas/bitches cheat cause mf 's think gettin played,1
@ _thedarius boy clean bitches .,1
nigguh n't mean 're pussy bomb,1
"okay 'm gon na need stop calling rihanna hoe , k thanks .",1
mothafcked,1
honestly hoodiest ratchet bitch asked prom 'm dere,1
@ coltscommunity @ pacers @ nflcolts @ indystar # chuckstrong # goldswagger thats awesome += # hoosiers,0
grandma threw raps . ones 7th grade . 'm literally crying . thats work trash .,0
"looking tom brady going tge sidelines like , bitch . lol",1
beaners,1
"tryna home like base base base , closet looking like planet bathing apes",0
coolie,1
douchebag,1
@ loveamari_x : 's afraid tell niggas bitches 're . look like secret ? fuck outta h,1
@ chingonabe : @ staycoolwheels : @ mjs79 genos . ultimate faggot @ elmaestro1 got queer eat,1
best asian massage brooklyn park slope -- rated spa 718-622-0221 - 24,0
`` lmfaoooooooooooooooooo @ bb_brooks : pussy good mama dont like ? guess got ta .. mama . '',1
"@ vampirrrra k , niggah u evem shmoke",1
"@ charlesbarrkley need ass whipped whip mr house nigger , remember u b nigger !",1
@ sneakerpics23 : oreo 6 's,0
n't love hoes n't lean bitches,1
@ thereal_2raw actually good lol n't hoe . mean 's road glory shit northern illinois * * undefeated heisman *,1
half bitches playin im far lamee,1
lil dumb ass bitch ai n't fucking,1
"quicc blast bitches , cash bitches",1
@ edgarguillenjr : lol good got nasty rednecks care business @ blakeanderson21 @ dalton_ryann,1
u love dat nigga lose ... u dip like groupie hoes searching,1
`` @ patrickquelo : yo girl homeboys ol weak bitch ass nigga ! '',1
imagine white people said `` honkey '' instead `` nigga '' lol,1
@ kieffer_jason lmao ur dad raised u bitch nigga,1
@ _2kkz : faggit bitch tried say hoe 'd hd bearfaced bitch yusa fag,1
john mccain trashes jay carny live cnn - # syria # isis # obama,0
@ woody_afc : saw great chimpout 2 summers ago . middle aged salvadoran 15 yr old son got wasted 6 beaners metlife,1
thing zombie outbreak : sell hoe,1
f0ck,1
@ nekkohbk : love sperm cells waste bitch hair,1
beer ball n't pussies,1
stunt hoes like,1
@ tokyojetz : nigga said `` bitch told sent nigga ta jail .... man thought legal ta beat yo hoe ... 's yo hoe ! '' lmao,1
lol told kenzie 's bf going stop cussing lol 'd face like bitch u n't know,1
"@ tuneluciano : hoe just dm 'd sayin `` dreams '' ... fuckin fortune cookie ass hoe , fuck dm 's",1
"@ kathyislovely : 'che wigga ! `` @ wigga32 : puts 's loves , make worth love",0
sloppy ignorance pockets come lil bitch want sloppy toppy,1
"come tnd ! ! ! ! atrocities starts 7 , followed lost cause , auramea , night verses , norma jean ! let 's bitch .",1
@ zitlalyl : @ vic_manzan0 : dog gon na bitch magnet sure,1
"@ bobbybotsods @ fuckthemallcops @ uncleunco @ mrmooncricket ur weird , racist bitch .",1
@ amyklobuchar 17 16 tried beat weaker `` creepy ass cracker '' dead . zimmerman woman ...,1
kneegrows,1
@ lydsortiz : knew bad bitch kinda slow,1
nigg @ s,1
"@ mayarsharkawi fake pics tl , u r dismissed muzzie . @ darknight420 @ jewjitsugrl @ begbie_1 @ efilnikcufecin7",0
rednecks just raced freeway _e,1
fuck yo bitch,1
@ justhad_that : good pussy comes smart ass mouth crazy ass attitude,1
@ kenny__wright @ kush_boy420 @ yopapi_chulo fucking dare faggot,1
ca n't fuck ol bitch niggas desert dicks,1
... # obama called # whitish .......... y'all motherfuckers # racist like lil bitches . # blackish,1
@ itsdc_2x : rihanna currently dropping bombs bitches !,1
've eaten packs hello kitty fruit snacks today bitch 'm adult .,1
@ daiinuh : girls packs scary ..... just flat stomach 's hot .... ripped bitches scary looking .,1
tomorrow 's agenda : bake brownies visit couple open house .,0
@ __stackzz : @ voiceofdstreetz : @ __stackzz : @ voiceofdstreetz lol ? lol dissing shut bitch,1
@ yaboybillnye : u 10 ? ph scale maybe cause basic hoe,1
"@ matty_2_fatty fuck bitch , 's sleeve",1
@ thattrilllife_ : @ x_nwts bitch got trouble love .. drunk ass sleept,1
@ thriiiuminati : hate people think 'm mad sad cause 'm talking .. nah 'm chillin bitch .,1
sonofabitch,1
@ johntherealman : ones participating twitter purge # pussies # ihopeitssuposetobetonight,1
work right bitch,1
making shittiest pigs blanket 're gon na good . 'm tryna impress gordon ramsey 's bitch ass 'm trying make poop .,1
coon grew bokoo coons tho 1 did coon shit tho,1
@ freegeezy17 : hoe got school shirt sucking dick,1
yous bitch ass nigga @ lilreese300 : rt push tape bac till labor day weekend turn ... # 300,1
make dike say leavin lady .. make lady say leavin pussy ass nigga gave baby,1
@ clintswiftness : hate bees man . like '' buzz buzz bitch '' 'm like '' nah man ai n't shit '',1
gudnight pussy tight,1
brownies,0
litterally ca n't wait weekend bad bitches,1
sex dirty dick pussy . says lot fuck em knowing smell like chitlings,1
lot niggas turned bitches sketch ass bitches,1
confess . 'm autistic . thought # aerosmith # dreamon # ledzeppelin like yesterday ....... # retarded,0
@ mirijuana__ : @ 1bookieg : hoes say `` rider '' bitch stfu ride dick lmaoooooooooooooooooooo,1
saving hoes,1
better ya shit n line nicca ...,1
@ unicorncowboy @ lvl_7_eevee n't ignore faggots ! ; c,1
! ! ! ! @ selfiequeenbri : cause 'm tired big bitches coming skinny girls ! !,1
@ sammi_boyden : @ jizcalifuh 's metaphor dumb fucking nigger @ savanigga,1
"@ santos_brina : mess 's man , like 's just clarifying self hoe .",1
@ clicquotsuave : nigg complaining journal bitches half naked,1
come hoe @ kati_dupree843,1
bitches gon fuck just money long .,1
like nigga lie bitches wonder crazy ... ai n't,1
"@ whattheffacts : actor charlie sheen bought 2,600 seats angels baseball game hopes catching home run ball .",0
@ 0hallis0n : `` j cole fucking queer '',1
want smart educated dumb bitch date . # lol # drunktalk,1
@ dswizzle3 oh hell u swag whats little bit dem cheap ass pugs rag bitch u black,1
u sure tha bitch ai n't slumped dead ? lol @ guccilikesushi : thots ! !,1
@ giftedhussle94 @ dallyjackson @ trefreedawg `` babe 's thought counts '' .. '' bitch thot '',1
@ bullskickass 've decided # bullsnation retarded . # love,1
fuckin jaw unhinged eating bitch fuck shit,1
@ kilmeade @ foxandfriends n't mean crowd crows,0
@ nfl_memes : buckwheat porky,0
think 'm gon na walk house free bird .,0
@ thqcheerios : @ tropicalblanket : sleep bitchstfu,1
"news flash ! pay taxes , paying bitch ! # irs # governmentaffairs # obamacare",1
@ marywcvb : waiting charlie baker stage swampscott . # wcvb,0
@ triple6em96 @ hunglikerobby_ uh think mom loves fucking retard . 'm sure gunna successful emilie . believe,1
"pussy sub-tweet , unfollow , ca n't reply try understand point ? yeah 'm idiot .",1
somebody couldve like `` aye man dropped money '' nooooooo fucking broke faggots selfish bastards hate yall,1
"pussy n't come head , n't want ! !",1
"yes suhh @ swishas_erbs : @ vonteeeeee : fuck bitch , 'm chillin gettin live tomorrow ?",1
son bitch,1
time night dark skin niggas really turn lightskin niggas swear seen darkie try buying starbucks 3mins ago closed,1
"spray huge ass wasp nest outside backdoor . maaan , bitches mad fuck ! !",1
shoutouts main bitches bitchess ! !,1
`` @ rugbysocklad : helping mate ! ! love scally play . fuck yeah,1
project pay just soft ass little bitch .,1
"@ funnyorfact : real friends n't offended bitch , hoe slut . smile offensive ..",1
@ blue_dreammn @ expectomichaela seriously .. conversation status fb messaged calling fag lololol,1
@ erinscafe bu . hate playa . yankees . hate yankees payroll hate dodgers .,0
@ lilonosnitch_ : bitch bye,1
really bitches know .,1
bitter bitches need life .. !,1
@ chris_hardardt7 pussy ?,1
oh 'm nasty smoking cigarettes ? 're nasty washing ears everyday stupid little bitch,1
"nigga getcho bitch , treat wan na treated ai n't triccin",1
@ callneeshcakey bitches aint shit,1
`` yo sublet pussy '' # shitfahdsays,1
long hair does n't cover redneck,0
mom seen progress report like wtf wit b bitch wtf 7 's tf just ungreatful,1
@ marcacaputo : breaking : charlie crist files emergency motion mulligan .,0
kids bitch,1
lol hate really dont shit 've bc 're just bitch,1
@ afboycie : @ brocklesnar ill fight ! ya big daft cunt .,1
ik look good dam bitches stop making obv staring loll,1
@ vatxn : illegal alien race . 's crime . @ muchomacho @ mcdonalds @ jeandeaux1776 @ cspanwj # wetbacks,1
motherfuckkers,1
easy bitch ? lmfaoooooooooo girl,1
"@ infidelpamelalc 'm going blame black man , blame `` whitey '' 'm equal opportunity hater .",1
@ elchavaloko : @ _whiteponyjr_ @ buckm00se @ eric_mariners guys kicked long haired faggot lil video game team,1
", hiccup jihadi propaganda : portray ones willing die cause .",0
@ 77stephanieg77 : portable septic tank . allllll pesky feelings .,0
everybody gettin sick feel like supa man dis bitch,1
@ tanaka_callen : @ t_ndyy awwww niggar thank sure means lot,1
"@ ruthless_mando : bitch , just n't like",1
wise man said `` damn hate bitch like argue nd shit '',1
@ xdsmooth : took yo job bitch @ 1bookieg,1
jihadis prattling having shot today think apache helicopter . maybe mi-35 ?,0
dumb @ ss,1
@ reidk_97 : flappy bird dusty,0
ladies love real nicca,1
1 time lonely hoes watching # scandal runs,1
"like `` bitch know got , yasss ''",1
* puts people/bitch face *,1
